"customer_name","total_sales","total_profit","profit_prcnt","region"
"Sanjit Chand",2422,237,9.78530140379851362500,"West"
"George Zrebassa",2408,816,33.88704318936877076400,"West"
"John Lucas",2384,727,30.49496644295302013400,"West"
"Arthur Gainer",2382,169,7.09487825356842989100,"West"
"Charles Crestani",2382,381,15.99496221662468513900,"West"
"Frank Carlisle",2378,972,40.87468460891505466800,"Central"
"Alejandro Grove",2375,696,29.30526315789473684200,"Central"
"Arthur Prichep",2371,380,16.02699283002952340800,"West"
"Sam Zeldin",2371,256,10.79713201180936313800,"Central"
"Paul Prost",2370,407,17.17299578059071730000,"West"
"Rick Duston",2365,298,12.60042283298097251600,"West"
"Linda Southworth",2363,32,1.35421074904782056700,"West"
"Trudy Schmidt",2345,-187,-7.97441364605543710000,"Central"
"Jonathan Doherty",2344,779,33.23378839590443686000,"South"
"Nat Carroll",2338,553,23.65269461077844311400,"Central"
"Russell Applegate",2314,313,13.52636127917026793400,"West"
"Erin Smith",2308,15,0.64991334488734835400,"West"
"Bradley Talbott",2303,358,15.54494138080764220600,"West"
"Thomas Seio",2295,592,25.79520697167755991300,"West"
"Maribeth Schnelling",2292,603,26.30890052356020942400,"East"
"Matt Abelman",2282,626,27.43207712532865907100,"East"
"Robert Dilbeck",2275,903,39.69230769230769230800,"Central"
"Sanjit Engle",2269,-26,-1.14587924195680916700,"West"
"Kunst Miller",2259,242,10.71270473660911907900,"West"
"Nora Paige",2258,160,7.08591674047829938000,"East"
"Brenda Bowman",2257,471,20.86840939299955693400,"East"
"Erin Smith",2253,221,9.80914336440301819800,"East"
"Sally Hughsby",2239,268,11.96962929879410451100,"West"
"Mike Pelletier",2238,538,24.03932082216264521900,"Central"
"Bill Donatelli",2233,175,7.83699059561128526600,"West"
"Anne McFarland",2230,394,17.66816143497757847500,"South"
"Trudy Brown",2223,341,15.33963112910481331500,"East"
"Valerie Dominguez",2221,841,37.86582620441242683500,"East"
"Alan Schoenberger",2217,445,20.07216959855660802900,"South"
"Adam Hart",2215,192,8.66817155756207674900,"East"
"Muhammed Yedwab",2207,-110,-4.98414136837335749900,"East"
"Ruben Dartt",2188,381,17.41316270566727605100,"West"
"Brian Dahlen",2185,344,15.74370709382151029700,"West"
"Mary Zewe",2180,794,36.42201834862385321100,"West"
"Kristen Hastings",2171,174,8.01473975126669737400,"West"
"Jennifer Ferguson",2163,550,25.42764678687008784100,"West"
"Bill Stewart",2159,-306,-14.17322834645669291300,"West"
"Katherine Nockton",2147,-131,-6.10153702841173730800,"East"
"Hunter Glantz",2133,657,30.80168776371308016900,"Central"
"Valerie Dominguez",2126,576,27.09313264346190028200,"West"
"Laura Armstrong",2123,663,31.22939236928874234600,"East"
"Anne McFarland",2117,472,22.29570146433632498800,"East"
"Marc Crier",2110,303,14.36018957345971564000,"West"
"Ken Dana",2098,495,23.59389895138226882700,"West"
"Edward Nazzal",2092,448,21.41491395793499044000,"East"
"Frank Atkinson",2082,443,21.27761767531219980800,"West"
"Phillip Flathmann",2071,552,26.65379043940125543200,"West"
"Dan Reichenbach",2069,666,32.18946350894151764100,"East"
"David Flashing",2068,-397,-19.19729206963249516400,"Central"
"Pete Kriz",2066,108,5.22749273959341723100,"West"
"Nora Preis",2064,240,11.62790697674418604700,"East"
"Jamie Kunitz",2063,633,30.68347067377605429000,"South"
"Eleni McCrary",2057,-137,-6.66018473505104521100,"West"
"Ed Braxton",2050,82,4.00000000000000000000,"West"
"Rick Wilson",2050,567,27.65853658536585365900,"Central"
"Jack Garza",2046,730,35.67937438905180840700,"West"
"Dave Brooks",2041,565,27.68250857422831945100,"East"
"Edward Becker",2034,232,11.40609636184857423800,"East"
"Karen Carlisle",2034,850,41.78957718780727630300,"South"
"Christopher Martinez",2031,686,33.77646479566715903500,"West"
"Thea Hudgings",2027,-82,-4.04538727183029107100,"Central"
"Carol Adams",2024,909,44.91106719367588932800,"East"
"Greg Matthias",2023,234,11.56697973306969846800,"West"
"Alan Schoenberger",2018,263,13.03270564915758176400,"West"
"Matthew Grinstein",2018,398,19.72249752229930624400,"Central"
"Natalie DeCherney",2007,354,17.63826606875934230200,"East"
"Justin Deggeller",2006,489,24.37686939182452642100,"Central"
"Charles McCrossin",2004,-326,-16.26746506986027944100,"West"
"Rose O'Brian",1999,-1098,-54.92746373186593296600,"South"
"Jamie Kunitz",1993,559,28.04816859006522829900,"West"
"Ben Ferrer",1992,270,13.55421686746987951800,"West"
"Sarah Brown",1988,414,20.82494969818913480900,"Central"
"Corey Catlett",1984,473,23.84072580645161290300,"South"
"Irene Maddox",1980,241,12.17171717171717171700,"South"
"Eugene Barchas",1978,139,7.02730030333670374100,"East"
"Sanjit Jacobs",1977,-5,-0.25290844714213454700,"Central"
"Roland Schwarz",1976,434,21.96356275303643724700,"West"
"Brenda Bowman",1973,332,16.82716675114039533700,"Central"
"Anna Andreadi",1971,439,22.27295788939624556100,"Central"
"Amy Cox",1962,465,23.70030581039755351700,"West"
"Emily Phan",1959,287,14.65033180193976518600,"East"
"Robert Waldorf",1958,317,16.18998978549540347300,"East"
"Adam Shillingsburg",1955,-225,-11.50895140664961636800,"East"
"Kunst Miller",1954,439,22.46673490276356192400,"East"
"Toby Carlisle",1944,343,17.64403292181069958800,"East"
"Russell Applegate",1944,-146,-7.51028806584362139900,"Central"
"Ralph Arnett",1943,458,23.57179619145651055100,"West"
"Alan Hwang",1943,868,44.67318579516212043200,"South"
"Steve Chapman",1938,539,27.81217750257997936000,"Central"
"Chris Cortes",1931,237,12.27343345416882444300,"East"
"Claudia Bergmann",1926,551,28.60851505711318795400,"East"
"Becky Castell",1924,124,6.44490644490644490600,"West"
"Mitch Willingham",1920,216,11.25000000000000000000,"West"
"Bobby Elias",1919,635,33.09015112037519541400,"Central"
"Natalie Webber",1919,506,26.36789994788952579500,"South"
"Christine Sundaresam",1910,618,32.35602094240837696300,"South"
"Clay Ludtke",1909,560,29.33473022524882137200,"Central"
"Maya Herman",1899,136,7.16166403370194839400,"West"
"Clay Rozendal",1898,117,6.16438356164383561600,"West"
"Victoria Pisteka",1894,-965,-50.95036958817317845800,"South"
"Rick Bensley",1894,499,26.34635691657866948300,"Central"
"Henry Goldwyn",1891,-2930,-154.9444738233738800,"Central"
"Tracy Hopkins",1889,-1275,-67.49602964531498147200,"South"
"Craig Carroll",1884,593,31.47558386411889596600,"East"
"Jonathan Doherty",1883,542,28.78385554965480616000,"West"
"Gary Mitchum",1879,466,24.80042575838211814800,"East"
"Craig Leslie",1877,64,3.40969632392115077300,"West"
"Caroline Jumper",1875,-98,-5.22666666666666666700,"Central"
"Brian Stugart",1874,175,9.33831376734258271100,"West"
"Neoma Murray",1869,741,39.64686998394863563400,"West"
"Corinna Mitchell",1868,250,13.38329764453961456100,"West"
"Dorothy Badders",1865,125,6.70241286863270777500,"South"
"Dionis Lloyd",1865,-310,-16.62198391420911528200,"East"
"Alan Hwang",1864,187,10.03218884120171673800,"West"
"Hunter Lopez",1860,438,23.54838709677419354800,"South"
"Ben Ferrer",1852,436,23.54211663066954643600,"East"
"Tanja Norvell",1851,-810,-43.76012965964343598100,"West"
"James Galang",1848,524,28.35497835497835497800,"East"
"Ivan Liston",1847,408,22.08987547374120194900,"East"
"Kean Nguyen",1847,124,6.71358960476448294500,"West"
"Dave Hallsten",1841,670,36.39326453014665942400,"South"
"Steven Cartwright",1841,375,20.36936447582835415500,"Central"
"Gary Hansen",1832,-187,-10.20742358078602620100,"Central"
"Jeremy Pistek",1831,424,23.15674494811578372500,"Central"
"Chris Selesnick",1831,436,23.81212452211906062300,"South"
"Ivan Liston",1826,458,25.08214676889375684600,"Central"
"Mark Hamilton",1825,429,23.50684931506849315100,"Central"
"Katherine Hughes",1824,498,27.30263157894736842100,"South"
"Steve Nguyen",1813,3,0.16547159404302261400,"Central"
"Stewart Visinsky",1810,169,9.33701657458563535900,"East"
"Sanjit Chand",1810,845,46.68508287292817679600,"South"
"Frank Merwin",1804,-266,-14.74501108647450110900,"East"
"Ben Ferrer",1804,818,45.34368070953436807100,"South"
"Tracy Poddar",1803,134,7.43205768164170826400,"West"
"John Dryer",1802,-338,-18.75693673695893451700,"South"
"Greg Maxwell",1799,76,4.22456920511395219600,"West"
"Maxwell Schwartz",1795,125,6.96378830083565459600,"West"
"Grace Kelly",1794,843,46.98996655518394648800,"East"
"Amy Cox",1794,843,46.98996655518394648800,"Central"
"Greg Guthrie",1793,122,6.80423870607919687700,"West"
"Cynthia Arntzen",1792,164,9.15178571428571428600,"East"
"Roger Barcio",1787,338,18.91438164521544488000,"East"
"Sylvia Foulston",1787,432,24.17459429210968103000,"Central"
"Tracy Hopkins",1780,559,31.40449438202247191000,"East"
"Joe Kamberova",1778,234,13.16085489313835770500,"South"
"Rose O'Brian",1772,-174,-9.81941309255079006800,"Central"
"Christy Brittain",1772,317,17.88939051918735891600,"East"
"Mick Hernandez",1772,-347,-19.58239277652370203200,"East"
"Don Jones",1761,125,7.09823963657013060800,"West"
"Amy Hunt",1757,-352,-20.03414911781445646000,"Central"
"Marina Lichtenstein",1755,391,22.27920227920227920200,"West"
"Mark Packer",1751,229,13.07824100513992004600,"East"
"Andrew Allen",1749,422,24.12807318467695826200,"Central"
"Arthur Wiediger",1748,-250,-14.30205949656750572100,"Central"
"Nathan Cano",1747,-2332,-133.4859759587864900,"Central"
"Rick Duston",1745,110,6.30372492836676217800,"East"
"Sara Luxemburg",1744,370,21.21559633027522935800,"Central"
"Paul Van Hugh",1741,266,15.27857553130384836300,"West"
"Mike Pelletier",1740,-135,-7.75862068965517241400,"East"
"Maria Etezadi",1738,14,0.80552359033371691600,"Central"
"David Bremer",1737,-378,-21.76165803108808290200,"East"
"Christopher Schild",1736,-362,-20.85253456221198156700,"South"
"Neil Ducich",1735,207,11.93083573487031700300,"South"
"Dave Poirier",1729,501,28.97628687102371312900,"East"
"Anthony Johnson",1725,385,22.31884057971014492800,"South"
"Ross Baird",1720,-4,-0.23255813953488372100,"South"
"Linda Cazamias",1719,52,3.02501454333915066900,"Central"
"Naresj Patel",1719,310,18.03374054682955206500,"West"
"John Stevenson",1718,393,22.87543655413271245600,"West"
"Bill Stewart",1716,285,16.60839160839160839200,"East"
"Ashley Jarboe",1716,490,28.55477855477855477900,"Central"
"Kean Takahito",1711,50,2.92226767971946230300,"Central"
"Tracy Zic",1707,224,13.12243702401874633900,"West"
"Amy Cox",1703,32,1.87903699354081033500,"South"
"Michael Moore",1691,332,19.63335304553518628000,"South"
"Jas O'Carroll",1689,257,15.21610420367081113100,"West"
"Allen Rosenblatt",1689,-242,-14.32800473653049141500,"East"
"Stefania Perrino",1678,-172,-10.25029797377830750900,"West"
"Maribeth Dona",1678,-161,-9.59475566150178784300,"East"
"Chuck Clark",1677,376,22.42098986285032796700,"East"
"Kalyca Meade",1676,449,26.78997613365155131300,"East"
"Michelle Arnett",1675,122,7.28358208955223880600,"West"
"Jack O'Briant",1672,457,27.33253588516746411500,"Central"
"Pauline Webber",1671,313,18.73129862357869539200,"West"
"Nicole Fjeld",1656,288,17.39130434782608695700,"West"
"Bill Overfelt",1655,378,22.83987915407854984900,"Central"
"Karen Bern",1646,301,18.28675577156743620900,"West"
"Ed Jacobs",1645,433,26.32218844984802431600,"West"
"Karen Daniels",1639,-1340,-81.75716900549115314200,"Central"
"Dave Hallsten",1637,87,5.31459987782529016500,"West"
"Valerie Takahito",1636,-258,-15.77017114914425427900,"East"
"Michelle Huthwaite",1631,377,23.11465358675659104800,"South"
"Jay Fein",1630,227,13.92638036809815950900,"West"
"Elizabeth Moffitt",1622,372,22.93464858199753390900,"Central"
"Carlos Soltero",1621,152,9.37692782233189389300,"West"
"Christina VanderZanden",1615,252,15.60371517027863777100,"Central"
"Joe Kamberova",1614,72,4.46096654275092936800,"East"
"Lisa DeCherney",1610,446,27.70186335403726708100,"East"
"Pamela Coakley",1605,207,12.89719626168224299100,"East"
"Candace McMahon",1605,189,11.77570093457943925200,"West"
"Toby Carlisle",1602,325,20.28714107365792759100,"West"
"Sanjit Jacobs",1597,61,3.81966186599874765200,"South"
"Stewart Visinsky",1595,103,6.45768025078369906000,"West"
"Pauline Webber",1589,421,26.49465072372561359300,"East"
"Dean Katz",1589,-244,-15.35556954059156702300,"East"
"Natalie DeCherney",1587,-74,-4.66288594833018273500,"West"
"Carol Triggs",1586,101,6.36822194199243379600,"East"
"Carlos Daly",1585,356,22.46056782334384858000,"East"
"Richard Bierner",1576,242,15.35532994923857868000,"West"
"Eugene Hildebrand",1572,46,2.92620865139949109400,"East"
"Roland Fjeld",1572,428,27.22646310432569974600,"Central"
"Katherine Murray",1570,-101,-6.43312101910828025500,"Central"
"Justin MacKendrick",1566,451,28.79948914431673052400,"West"
"Pauline Johnson",1564,595,38.04347826086956521700,"West"
"Art Ferguson",1562,356,22.79129321382842509600,"East"
"Jim Karlsson",1562,75,4.80153649167733674800,"West"
"Jamie Frazer",1560,451,28.91025641025641025600,"East"
"Maribeth Yedwab",1558,104,6.67522464698331193800,"West"
"Olvera Toch",1556,-990,-63.62467866323907455000,"East"
"Jeremy Pistek",1551,217,13.99097356544165054800,"West"
"Christina Anderson",1551,266,17.15022566086395873600,"West"
"Frank Olsen",1548,291,18.79844961240310077500,"South"
"Doug Bickford",1548,501,32.36434108527131782900,"West"
"Dean Braden",1547,112,7.23981900452488687800,"East"
"Theone Pippenger",1546,373,24.12677878395860284600,"South"
"Paul Prost",1544,150,9.71502590673575129500,"East"
"Roy Phan",1543,457,29.61762799740764744000,"Central"
"Brad Eason",1540,86,5.58441558441558441600,"East"
"Thea Hendricks",1537,-240,-15.61483409238776838000,"East"
"Mike Caudle",1536,112,7.29166666666666666700,"West"
"Helen Andreada",1532,140,9.13838120104438642300,"West"
"Patrick Ryan",1529,207,13.53826030085022890800,"West"
"Muhammed Yedwab",1527,-274,-17.94368041912246234400,"Central"
"Stephanie Ulpright",1521,424,27.87639710716633793600,"Central"
"Emily Burns",1520,266,17.50000000000000000000,"West"
"Resi Pölking",1520,-491,-32.30263157894736842100,"West"
"Damala Kotsonis",1518,497,32.74044795783926218700,"West"
"Eva Jacobs",1517,336,22.14897824653922214900,"East"
"Maureen Gastineau",1516,137,9.03693931398416886500,"West"
"Natalie Webber",1515,-441,-29.10891089108910891100,"West"
"Rick Bensley",1510,330,21.85430463576158940400,"West"
"Fred Hopkins",1506,231,15.33864541832669322700,"East"
"Harold Pawlan",1496,370,24.73262032085561497300,"East"
"Filia McAdams",1484,9,0.60646900269541779000,"East"
"Ann Blume",1484,-253,-17.04851752021563342300,"West"
"Tom Stivers",1478,278,18.80920162381596752400,"West"
"Troy Staebel",1478,128,8.66035182679296346400,"West"
"Aaron Smayling",1476,-251,-17.00542005420054200500,"Central"
"Christine Phan",1475,-1066,-72.27118644067796610200,"South"
"Olvera Toch",1473,-189,-12.83095723014256619100,"West"
"Zuschuss Carroll",1471,77,5.23453433038749150200,"South"
"James Lanier",1470,208,14.14965986394557823100,"West"
"Ted Butterfield",1470,390,26.53061224489795918400,"East"
"Claudia Bergmann",1468,157,10.69482288828337874700,"West"
"Laurel Beltran",1464,381,26.02459016393442623000,"East"
